id#title#description#characteristics#producer_id#supplier_id
49#in faucibus orci#eget varius ultrices, mauris ipsum porta elit, a feugiat tellus#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#14#3
50#scelerisque neque sed#velit. Sed malesuada augue ut lacus. Nulla tincidunt, neque vitae#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#42#45
51#sem mollis dui,#Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae,#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#23#21
52#Vivamus nibh dolor,#orci. Donec nibh. Quisque nonummy ipsum non arcu. Vivamus sit#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#46#36
53#eu tellus eu#Nulla eu neque pellentesque massa lobortis ultrices. Vivamus rhoncus. Donec#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#25#9
54#rutrum magna. Cras#mauris. Morbi non sapien molestie orci tincidunt adipiscing. Mauris molestie#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#20#20
55#est, vitae sodales#amet, risus. Donec nibh enim, gravida sit amet, dapibus id,#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#24#42
56#in consectetuer ipsum#Mauris blandit enim consequat purus. Maecenas libero est, congue a,#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#32#23
57#risus. Morbi metus.#sit amet lorem semper auctor. Mauris vel turpis. Aliquam adipiscing#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#45#16
58#id, libero. Donec#augue, eu tempor erat neque non quam. Pellentesque habitant morbi#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#28#29
59#convallis convallis dolor.#Sed congue, elit sed consequat auctor, nunc nulla vulputate dui,#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#14#46
60#et magnis dis#nibh. Quisque nonummy ipsum non arcu. Vivamus sit amet risus.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#47#41
61#enim. Mauris quis#Pellentesque habitant morbi tristique senectus et netus et malesuada fames#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#9#2
62#sodales purus, in#tincidunt. Donec vitae erat vel pede blandit congue. In scelerisque#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#37#40
63#convallis convallis dolor.#Nullam velit dui, semper et, lacinia vitae, sodales at, velit.#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#36#40
64#et netus et#nisl. Quisque fringilla euismod enim. Etiam gravida molestie arcu. Sed#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#41#17
65#molestie. Sed id#nec tempus scelerisque, lorem ipsum sodales purus, in molestie tortor#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#6#15
66#venenatis vel, faucibus#magna. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Etiam#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#14#30
67#eget, dictum placerat,#quis diam. Pellentesque habitant morbi tristique senectus et netus et#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#24#14
68#posuere vulputate, lacus.#luctus vulputate, nisi sem semper erat, in consectetuer ipsum nunc#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#36#46
69#risus a ultricies#libero est, congue a, aliquet vel, vulputate eu, odio. Phasellus#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#32#13
70#ac mi eleifend#egestas a, scelerisque sed, sapien. Nunc pulvinar arcu et pede.#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#40#27
71#malesuada vel, convallis#Mauris non dui nec urna suscipit nonummy. Fusce fermentum fermentum#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#13#22
72#Cum sociis natoque#Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer vulputate,#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#16#16
73#eget, venenatis a,#sed tortor. Integer aliquam adipiscing lacus. Ut nec urna et#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#47#9
74#libero. Integer in#dolor egestas rhoncus. Proin nisl sem, consequat nec, mollis vitae,#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#7#47
75#ligula. Aenean gravida#fringilla est. Mauris eu turpis. Nulla aliquet. Proin velit. Sed#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#30#12
76#Proin mi. Aliquam#lacus vestibulum lorem, sit amet ultricies sem magna nec quam.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#26#45
77#amet nulla. Donec#scelerisque dui. Suspendisse ac metus vitae velit egestas lacinia. Sed#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#7#31
78#blandit. Nam nulla#fermentum risus, at fringilla purus mauris a nunc. In at#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#47#21
79#egestas. Duis ac#eros. Proin ultrices. Duis volutpat nunc sit amet metus. Aliquam#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#27#4
80#eleifend nec, malesuada#fermentum risus, at fringilla purus mauris a nunc. In at#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#43#33
81#non, lobortis quis,#nibh. Phasellus nulla. Integer vulputate, risus a ultricies adipiscing, enim#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#41#4
82#tempor erat neque#vel, faucibus id, libero. Donec consectetuer mauris id sapien. Cras#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#26#2
83#amet, dapibus id,#interdum ligula eu enim. Etiam imperdiet dictum magna. Ut tincidunt#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#16#16
84#Phasellus dolor elit,#non, egestas a, dui. Cras pellentesque. Sed dictum. Proin eget#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#40#5
85#elit, pretium et,#nunc nulla vulputate dui, nec tempus mauris erat eget ipsum.#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#7#3
86#sit amet luctus#eu nibh vulputate mauris sagittis placerat. Cras dictum ultricies ligula.#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#25#36
87#amet metus. Aliquam#arcu. Morbi sit amet massa. Quisque porttitor eros nec tellus.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#19#41
88#Sed id risus#pharetra sed, hendrerit a, arcu. Sed et libero. Proin mi.#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#49#38
89#Sed malesuada augue#blandit congue. In scelerisque scelerisque dui. Suspendisse ac metus vitae#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#17#23
90#quis diam. Pellentesque#faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#46#28
91#a, enim. Suspendisse#cursus. Integer mollis. Integer tincidunt aliquam arcu. Aliquam ultrices iaculis#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#8#44
92#Suspendisse tristique neque#placerat velit. Quisque varius. Nam porttitor scelerisque neque. Nullam nisl.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#7#39
93#felis, adipiscing fringilla,#Aliquam tincidunt, nunc ac mattis ornare, lectus ante dictum mi,#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#30#45
94#adipiscing elit. Curabitur#aliquet. Proin velit. Sed malesuada augue ut lacus. Nulla tincidunt,#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#28#24
95#eleifend nec, malesuada#malesuada ut, sem. Nulla interdum. Curabitur dictum. Phasellus in felis.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#8#12
96#non leo. Vivamus#faucibus id, libero. Donec consectetuer mauris id sapien. Cras dolor#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#3#35
97#imperdiet, erat nonummy#tellus, imperdiet non, vestibulum nec, euismod in, dolor. Fusce feugiat.#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#21#45
98#Proin vel nisl.#eu tellus eu augue porttitor interdum. Sed auctor odio a#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#31#7
99#in, tempus eu,#montes, nascetur ridiculus mus. Proin vel nisl. Quisque fringilla euismod#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#4#17
100#volutpat nunc sit#sodales purus, in molestie tortor nibh sit amet orci. Ut#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#43#22
101#Integer vulputate, risus#id enim. Curabitur massa. Vestibulum accumsan neque et nunc. Quisque#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#23#15
102#Nunc laoreet lectus#ac mattis velit justo nec ante. Maecenas mi felis, adipiscing#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#10#21
103#tristique neque venenatis#Cum sociis natoque penatibus et magnis dis parturient montes, nascetur#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#44#4
104#sapien molestie orci#eleifend non, dapibus rutrum, justo. Praesent luctus. Curabitur egestas nunc#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#15#16
105#libero. Morbi accumsan#tellus. Nunc lectus pede, ultrices a, auctor non, feugiat nec,#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#35#17
106#tincidunt, neque vitae#massa lobortis ultrices. Vivamus rhoncus. Donec est. Nunc ullamcorper, velit#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#49#47
107#in, tempus eu,#Nulla eget metus eu erat semper rutrum. Fusce dolor quam,#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#11#18
108#diam luctus lobortis.#auctor ullamcorper, nisl arcu iaculis enim, sit amet ornare lectus#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#31#13
109#et, rutrum non,#adipiscing ligula. Aenean gravida nunc sed pede. Cum sociis natoque#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#16#23
110#neque venenatis lacus.#Duis gravida. Praesent eu nulla at sem molestie sodales. Mauris#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#12#21
111#eu elit. Nulla#Integer urna. Vivamus molestie dapibus ligula. Aliquam erat volutpat. Nulla#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#32#28
112#id, mollis nec,#magnis dis parturient montes, nascetur ridiculus mus. Aenean eget magna.#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#42#13
113#mi lacinia mattis.#lobortis quis, pede. Suspendisse dui. Fusce diam nunc, ullamcorper eu,#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#44#20
114#sagittis lobortis mauris.#Curabitur consequat, lectus sit amet luctus vulputate, nisi sem semper#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#24#11
115#lacinia orci, consectetuer#Cras pellentesque. Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#27#2
116#mauris sagittis placerat.#quis accumsan convallis, ante lectus convallis est, vitae sodales nisi#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#44#41
117#a neque. Nullam#Cras convallis convallis dolor. Quisque tincidunt pede ac urna. Ut#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#32#13
118#eu metus. In#tempus risus. Donec egestas. Duis ac arcu. Nunc mauris. Morbi#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#33#1
119#cursus a, enim.#mi pede, nonummy ut, molestie in, tempus eu, ligula. Aenean#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#19#8
120#Donec tincidunt. Donec#tincidunt orci quis lectus. Nullam suscipit, est ac facilisis facilisis,#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#33#33
121#adipiscing fringilla, porttitor#eu, odio. Phasellus at augue id ante dictum cursus. Nunc#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#48#32
122#enim, condimentum eget,#nascetur ridiculus mus. Proin vel arcu eu odio tristique pharetra.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#11#13
123#eu odio tristique#Sed dictum. Proin eget odio. Aliquam vulputate ullamcorper magna. Sed#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#43#46
124#iaculis nec, eleifend#Nullam suscipit, est ac facilisis facilisis, magna tellus faucibus leo,#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#31#8
125#vehicula. Pellentesque tincidunt#dictum. Phasellus in felis. Nulla tempor augue ac ipsum. Phasellus#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#7#43
126#nunc nulla vulputate#Duis ac arcu. Nunc mauris. Morbi non sapien molestie orci#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#46#31
127#Duis cursus, diam#semper tellus id nunc interdum feugiat. Sed nec metus facilisis#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#38#46
128#elit erat vitae#magna a tortor. Nunc commodo auctor velit. Aliquam nisl. Nulla#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#5#47
129#magna. Ut tincidunt#in aliquet lobortis, nisi nibh lacinia orci, consectetuer euismod est#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#9#43
130#enim. Sed nulla#cursus et, magna. Praesent interdum ligula eu enim. Etiam imperdiet#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#23#40
131#dui lectus rutrum#ac, feugiat non, lobortis quis, pede. Suspendisse dui. Fusce diam#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#4#22
132#at, velit. Pellentesque#nec metus facilisis lorem tristique aliquet. Phasellus fermentum convallis ligula.#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#27#35
133#eget massa. Suspendisse#Nunc ut erat. Sed nunc est, mollis non, cursus non,#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#24#27
134#Fusce diam nunc,#et, lacinia vitae, sodales at, velit. Pellentesque ultricies dignissim lacus.#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#39#13
135#Donec est. Nunc#Sed diam lorem, auctor quis, tristique ac, eleifend vitae, erat.#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#23#40
136#ut cursus luctus,#Sed congue, elit sed consequat auctor, nunc nulla vulputate dui,#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#24#49
137#arcu iaculis enim,#Suspendisse non leo. Vivamus nibh dolor, nonummy ac, feugiat non,#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#16#3
138#id, erat. Etiam#Integer id magna et ipsum cursus vestibulum. Mauris magna. Duis#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#37#43
139#egestas nunc sed#elit pede, malesuada vel, venenatis vel, faucibus id, libero. Donec#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#4#34
140#Vivamus non lorem#dapibus ligula. Aliquam erat volutpat. Nulla dignissim. Maecenas ornare egestas#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#29#35
141#adipiscing lobortis risus.#Aliquam gravida mauris ut mi. Duis risus odio, auctor vitae,#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#20#14
142#orci. Ut semper#erat. Etiam vestibulum massa rutrum magna. Cras convallis convallis dolor.#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#28#39
143#lacus. Quisque purus#Aliquam rutrum lorem ac risus. Morbi metus. Vivamus euismod urna.#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#42#45
144#at, velit. Pellentesque#aliquet vel, vulputate eu, odio. Phasellus at augue id ante#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#47#46
145#Fusce aliquam, enim#massa. Vestibulum accumsan neque et nunc. Quisque ornare tortor at#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#33#12
146#luctus sit amet,#ac arcu. Nunc mauris. Morbi non sapien molestie orci tincidunt#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#32#15
147#Curabitur massa. Vestibulum#ac urna. Ut tincidunt vehicula risus. Nulla eget metus eu#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#17#5
148#neque. Nullam ut#vulputate, lacus. Cras interdum. Nunc sollicitudin commodo ipsum. Suspendisse non#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#18#46
149#Integer in magna.#a neque. Nullam ut nisi a odio semper cursus. Integer#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#15#34
150#et magnis dis#dui, semper et, lacinia vitae, sodales at, velit. Pellentesque ultricies#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#11#1
151#sit amet, dapibus#enim, gravida sit amet, dapibus id, blandit at, nisi. Cum#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#32#45
152#Quisque purus sapien,#vel lectus. Cum sociis natoque penatibus et magnis dis parturient#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#41#21
153#nibh lacinia orci,#ultrices. Duis volutpat nunc sit amet metus. Aliquam erat volutpat.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#45#41
154#fermentum risus, at#volutpat. Nulla facilisis. Suspendisse commodo tincidunt nibh. Phasellus nulla. Integer#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#23#2
155#Integer tincidunt aliquam#dui. Cras pellentesque. Sed dictum. Proin eget odio. Aliquam vulputate#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#2#18
156#aliquam, enim nec#vitae odio sagittis semper. Nam tempor diam dictum sapien. Aenean#{ "display": "14", "processor": "A16 Bionic", "storage": "512" }#6#33
157#et, lacinia vitae,#Morbi accumsan laoreet ipsum. Curabitur consequat, lectus sit amet luctus#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#29#32
158#semper auctor. Mauris#auctor, nunc nulla vulputate dui, nec tempus mauris erat eget#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#7#33
159#ut, sem. Nulla#mollis. Integer tincidunt aliquam arcu. Aliquam ultrices iaculis odio. Nam#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#35#16
160#quis urna. Nunc#arcu. Vestibulum ante ipsum primis in faucibus orci luctus et#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#12#44
161#libero at auctor#lobortis mauris. Suspendisse aliquet molestie tellus. Aenean egestas hendrerit neque.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#9#44
162#vestibulum, neque sed#dolor. Fusce mi lorem, vehicula et, rutrum eu, ultrices sit#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#24#17
163#hendrerit. Donec porttitor#Nulla tempor augue ac ipsum. Phasellus vitae mauris sit amet#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#6#33
164#Donec felis orci,#scelerisque sed, sapien. Nunc pulvinar arcu et pede. Nunc sed#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#48#14
165#in, tempus eu,#In condimentum. Donec at arcu. Vestibulum ante ipsum primis in#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#16#28
166#accumsan laoreet ipsum.#nulla at sem molestie sodales. Mauris blandit enim consequat purus.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#26#39
167#et netus et#amet diam eu dolor egestas rhoncus. Proin nisl sem, consequat#{ "display": "13", "processor": "A16 Bionic", "storage": "512" }#29#19
168#risus. Duis a#metus eu erat semper rutrum. Fusce dolor quam, elementum at,#{ "display": "14", "processor": "A16 Bionic", "storage": "256" }#22#13
169#iaculis enim, sit#vitae dolor. Donec fringilla. Donec feugiat metus sit amet ante.#{ "display": "13", "processor": "A16 Bionic", "storage": "256" }#35#34
170#enim non nisi.#aliquet odio. Etiam ligula tortor, dictum eu, placerat eget, venenatis#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#21#24
171#Nulla facilisis. Suspendisse#mi lorem, vehicula et, rutrum eu, ultrices sit amet, risus.#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#42#11
172#risus. Donec egestas.#eleifend vitae, erat. Vivamus nisi. Mauris nulla. Integer urna. Vivamus#{ "display": "6.1", "processor": "A16 Bionic", "storage": "256" }#44#34
173#et tristique pellentesque,#nisi. Cum sociis natoque penatibus et magnis dis parturient montes,#{ "display": "6.1", "processor": "A16 Bionic", "storage": "512" }#4#23
